Hash,Refatoração,Descrição
0e805413600cb7aabc452f097d75322184eaf2e7,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method add(String  String  String  String  String  String  String  String  String  String  int) at xxl-job-admin/src/main/java/com/xxl/job/controller/JobInfoController.java:85}	{Method add(String  String  String  String  String  String  String  String  String  int) at xxl-job-admin/src/main/java/com/xxl/job/controller/JobInfoController.java:69}) CHANGE_SIGNATURE({com.xxl.job.controller.JobInfoController add(String  String  String  String  String  String  String  String  String  String  int)}  {com.xxl.job.controller.JobInfoController add(String  String  String  String  String  String  String  String  String  int)}),
0e805413600cb7aabc452f097d75322184eaf2e7,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method reschedule(String  String  String  String  String  String  String  String  String  String  int) at xxl-job-admin/src/main/java/com/xxl/job/controller/JobInfoController.java:174}	{Method reschedule(String  String  String  String  String  String  String  String  String  int) at xxl-job-admin/src/main/java/com/xxl/job/controller/JobInfoController.java:147}) CHANGE_SIGNATURE({com.xxl.job.controller.JobInfoController reschedule(String  String  String  String  String  String  String  String  String  String  int)}  {com.xxl.job.controller.JobInfoController reschedule(String  String  String  String  String  String  String  String  String  int)}),
1a2c0c5f39aca4834df4310459128801ce1a2b9b,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method loadNewInstance(String) at xxl-job-core/src/main/java/com/xxl/job/core/glue/GlueFactory.java:34}	{Method loadNewInstance(long  String) at xxl-job-core/src/main/java/com/xxl/job/core/glue/GlueFactory.java:40}) CHANGE_SIGNATURE({com.xxl.job.core.glue.GlueFactory loadNewInstance(String)}  {com.xxl.job.core.glue.GlueFactory loadNewInstance(long  String)}),
bedb34a44b1a1b134e3b78bd7ae11f9a5e552647,MOVE, MOVE	{Class IndexController at xxl-job-simple/src/main/java/com/xxl/controller/IndexController.java:19}	{Class IndexController at xxl-job-simple/src/main/java/com/xxl/job/controller/IndexController.java:26}) MOVE({com.xxl.controller.IndexController}  {com.xxl.job.controller.IndexController}),
bedb34a44b1a1b134e3b78bd7ae11f9a5e552647,MOVE, MOVE	{Class ReturnT at xxl-job-simple/src/main/java/com/xxl/quartz/ReturnT.java:3}	{Class ReturnT at xxl-job-simple/src/main/java/com/xxl/job/core/model/ReturnT.java:3}) MOVE({com.xxl.quartz.ReturnT}  {com.xxl.job.core.model.ReturnT}),
bedb34a44b1a1b134e3b78bd7ae11f9a5e552647,MOVE, MOVE	{Method beat() at xxl-job-simple/src/main/java/com/xxl/service/ITriggerService.java:5}	{Method beat() at xxl-job-simple/src/main/java/com/xxl/job/service/ITriggerService.java:9}) MOVE({com.xxl.service.ITriggerService beat()}  {com.xxl.job.service.ITriggerService beat()}),
bedb34a44b1a1b134e3b78bd7ae11f9a5e552647,MOVE, MOVE	{Class TriggerServiceImpl at xxl-job-simple/src/main/java/com/xxl/service/impl/TriggerServiceImpl.java:9}	{Class TriggerServiceImpl at xxl-job-simple/src/main/java/com/xxl/job/service/impl/TriggerServiceImpl.java:9}) MOVE({com.xxl.service.impl.TriggerServiceImpl}  {com.xxl.job.service.impl.TriggerServiceImpl}),
bedb34a44b1a1b134e3b78bd7ae11f9a5e552647,MOVE, MOVE	{Class DynamicSchedulerUtil at xxl-job-simple/src/main/java/com/xxl/quartz/DynamicSchedulerUtil.java:29}	{Class DynamicSchedulerUtil at xxl-job-simple/src/main/java/com/xxl/job/core/util/DynamicSchedulerUtil.java:29}) MOVE({com.xxl.quartz.DynamicSchedulerUtil}  {com.xxl.job.core.util.DynamicSchedulerUtil}),
882a439ef170d6ce129f4cbbe1327252aec60252,MOVE_RENAME, MOVE_RENAME	{Method failAlarm(XxlJobInfo  XxlJobLog) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/thread/JobFailMonitorHelper.java:150}	{Method doAlarm(XxlJobInfo  XxlJobLog) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/alarm/impl/EmailJobAlarm.java:30}) MOVE_RENAME({com.xxl.job.admin.core.thread.JobFailMonitorHelper failAlarm(XxlJobInfo  XxlJobLog)}  {com.xxl.job.admin.core.alarm.impl.EmailJobAlarm doAlarm(XxlJobInfo  XxlJobLog)}),
895ad80e2ac2a37594b73bc77829e43d7c4b7852,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method writeFileContent(File  String) at xxl-job-core/src/main/java/com/xxl/job/core/util/FileUtil.java:51}	{Method writeFileContent(File  byte[]) at xxl-job-core/src/main/java/com/xxl/job/core/util/FileUtil.java:51}) CHANGE_SIGNATURE({com.xxl.job.core.util.FileUtil writeFileContent(File  String)}  {com.xxl.job.core.util.FileUtil writeFileContent(File  byte[])}),
889ec44e45cdc14a1d887171a399a85641e24a79,RENAME, RENAME	{Class Application at xxl-job-executor-samples/xxl-job-executor-sample-frameless/src/main/java/com/xuxueli/executor/sample/frameless/Application.java:9}	{Class FramelessApplication at xxl-job-executor-samples/xxl-job-executor-sample-frameless/src/main/java/com/xuxueli/executor/sample/frameless/FramelessApplication.java:9}) RENAME({com.xuxueli.executor.sample.frameless.Application}  {com.xuxueli.executor.sample.frameless.FramelessApplication}),
df2b9f7e0ca7d124f656b8f66748cdcb5c0d7d1a,PUSH_DOWN, PUSH_DOWN	{Method getApplicationContext() at xxl-job-core/src/main/java/com/xxl/job/core/executor/XxlJobExecutor.java:74}	{Method getApplicationContext() at xxl-job-core/src/main/java/com/xxl/job/core/executor/impl/XxlJobSpringExecutor.java:63}) PUSH_DOWN({com.xxl.job.core.executor.XxlJobExecutor getApplicationContext()}  {com.xxl.job.core.executor.impl.XxlJobSpringExecutor getApplicationContext()}),
df2b9f7e0ca7d124f656b8f66748cdcb5c0d7d1a,PUSH_DOWN, PUSH_DOWN	{Method initJobHandlerRepository(ApplicationContext) at xxl-job-core/src/main/java/com/xxl/job/core/executor/XxlJobExecutor.java:231}	{Method initJobHandlerRepository(ApplicationContext) at xxl-job-core/src/main/java/com/xxl/job/core/executor/impl/XxlJobSpringExecutor.java:35}) PUSH_DOWN({com.xxl.job.core.executor.XxlJobExecutor initJobHandlerRepository(ApplicationContext)}  {com.xxl.job.core.executor.impl.XxlJobSpringExecutor initJobHandlerRepository(ApplicationContext)}),
df2b9f7e0ca7d124f656b8f66748cdcb5c0d7d1a,PUSH_DOWN, PUSH_DOWN	{Method setApplicationContext(ApplicationContext) at xxl-job-core/src/main/java/com/xxl/job/core/executor/XxlJobExecutor.java:70}	{Method setApplicationContext(ApplicationContext) at xxl-job-core/src/main/java/com/xxl/job/core/executor/impl/XxlJobSpringExecutor.java:59}) PUSH_DOWN({com.xxl.job.core.executor.XxlJobExecutor setApplicationContext(ApplicationContext)}  {com.xxl.job.core.executor.impl.XxlJobSpringExecutor setApplicationContext(ApplicationContext)}),
86dea7ff7cfb981b6d40e274a8995150cf218ad7,MOVE_RENAME, MOVE_RENAME	{Class XxlJobExecutor at xxl-job-core/src/main/java/com/xxl/job/core/executor/jetty/XxlJobExecutor.java:26}	{Class JettyServer at xxl-job-core/src/main/java/com/xxl/job/core/rpc/netcom/jetty/server/JettyServer.java:16}) MOVE_RENAME({com.xxl.job.core.executor.jetty.XxlJobExecutor}  {com.xxl.job.core.rpc.netcom.jetty.server.JettyServer}),
86dea7ff7cfb981b6d40e274a8995150cf218ad7,MOVE_RENAME, MOVE_RENAME	{Method initJobHandler() at xxl-job-core/src/main/java/com/xxl/job/core/executor/jetty/XxlJobExecutor.java:134}	{Method setApplicationContext(ApplicationContext) at xxl-job-core/src/main/java/com/xxl/job/core/executor/XxlJobExecutor.java:57}) MOVE_RENAME({com.xxl.job.core.executor.jetty.XxlJobExecutor initJobHandler()}  {com.xxl.job.core.executor.XxlJobExecutor setApplicationContext(ApplicationContext)}),
86dea7ff7cfb981b6d40e274a8995150cf218ad7,MOVE_RENAME, MOVE_RENAME	{Class RunAction at xxl-job-core/src/main/java/com/xxl/job/core/router/action/RunAction.java:12}	{Class ExecutorBizImpl at xxl-job-core/src/main/java/com/xxl/job/core/biz/impl/ExecutorBizImpl.java:15}) MOVE_RENAME({com.xxl.job.core.router.action.RunAction}  {com.xxl.job.core.biz.impl.ExecutorBizImpl}),
86dea7ff7cfb981b6d40e274a8995150cf218ad7,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method pushTriggerQueue(RequestModel) at xxl-job-core/src/main/java/com/xxl/job/core/router/thread/JobThread.java:41}	{Method pushTriggerQueue(TriggerParam) at xxl-job-core/src/main/java/com/xxl/job/core/thread/JobThread.java:41}) CHANGE_SIGNATURE({com.xxl.job.core.router.thread.JobThread pushTriggerQueue(RequestModel)}  {com.xxl.job.core.thread.JobThread pushTriggerQueue(TriggerParam)}),
86dea7ff7cfb981b6d40e274a8995150cf218ad7,RENAME, RENAME	{Method execute(RequestModel) at xxl-job-core/src/main/java/com/xxl/job/core/router/action/RunAction.java:17}	{Method run(TriggerParam) at xxl-job-core/src/main/java/com/xxl/job/core/biz/impl/ExecutorBizImpl.java:54}) RENAME({com.xxl.job.core.router.action.RunAction execute(RequestModel)}  {com.xxl.job.core.biz.impl.ExecutorBizImpl run(TriggerParam)}),
86dea7ff7cfb981b6d40e274a8995150cf218ad7,MOVE, MOVE	{Method onApplicationEvent(ApplicationEvent) at xxl-job-core/src/main/java/com/xxl/job/core/executor/jetty/XxlJobExecutor.java:151}	{Method onApplicationEvent(ApplicationEvent) at xxl-job-core/src/main/java/com/xxl/job/core/executor/XxlJobExecutor.java:75}) MOVE({com.xxl.job.core.executor.jetty.XxlJobExecutor onApplicationEvent(ApplicationEvent)}  {com.xxl.job.core.executor.XxlJobExecutor onApplicationEvent(ApplicationEvent)}),
86dea7ff7cfb981b6d40e274a8995150cf218ad7,MOVE, MOVE	{Class TriggerCallbackThread at xxl-job-core/src/main/java/com/xxl/job/core/router/thread/TriggerCallbackThread.java:11}	{Class TriggerCallbackThread at xxl-job-core/src/main/java/com/xxl/job/core/thread/TriggerCallbackThread.java:12}) MOVE({com.xxl.job.core.router.thread.TriggerCallbackThread}  {com.xxl.job.core.thread.TriggerCallbackThread}),
86dea7ff7cfb981b6d40e274a8995150cf218ad7,MOVE, MOVE	{Method registJobHandler(String  IJobHandler) at xxl-job-core/src/main/java/com/xxl/job/core/router/HandlerRouter.java:27}	{Method registJobHandler(String  IJobHandler) at xxl-job-core/src/main/java/com/xxl/job/core/executor/XxlJobExecutor.java:84}) MOVE({com.xxl.job.core.router.HandlerRouter registJobHandler(String  IJobHandler)}  {com.xxl.job.core.executor.XxlJobExecutor registJobHandler(String  IJobHandler)}),
86dea7ff7cfb981b6d40e274a8995150cf218ad7,MOVE, MOVE	{Class DynamicSchedulerUtil at xxl-job-admin/src/main/java/com/xxl/job/admin/core/util/DynamicSchedulerUtil.java:26}	{Class DynamicSchedulerUtil at xxl-job-admin/src/main/java/com/xxl/job/admin/core/schedule/DynamicSchedulerUtil.java:28}) MOVE({com.xxl.job.admin.core.util.DynamicSchedulerUtil}  {com.xxl.job.admin.core.schedule.DynamicSchedulerUtil}),
86dea7ff7cfb981b6d40e274a8995150cf218ad7,EXTRACT_MOVE, EXTRACT_MOVE	{Method destroy() at xxl-job-admin/src/main/java/com/xxl/job/admin/core/util/DynamicSchedulerUtil.java:77}	{Method destroy() at xxl-job-core/src/main/java/com/xxl/job/core/rpc/netcom/NetComServerFactory.java:30}) EXTRACT_MOVE({com.xxl.job.admin.core.util.DynamicSchedulerUtil destroy()}  {com.xxl.job.core.rpc.netcom.NetComServerFactory destroy()}),
86dea7ff7cfb981b6d40e274a8995150cf218ad7,MOVE, MOVE	{Method setRegistHelper(RegistHelper) at xxl-job-core/src/main/java/com/xxl/job/core/executor/jetty/XxlJobExecutor.java:46}	{Method setRegistHelper(RegistHelper) at xxl-job-core/src/main/java/com/xxl/job/core/executor/XxlJobExecutor.java:42}) MOVE({com.xxl.job.core.executor.jetty.XxlJobExecutor setRegistHelper(RegistHelper)}  {com.xxl.job.core.executor.XxlJobExecutor setRegistHelper(RegistHelper)}),
86dea7ff7cfb981b6d40e274a8995150cf218ad7,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method start() at xxl-job-core/src/main/java/com/xxl/job/core/executor/jetty/XxlJobExecutor.java:52}	{Method start(int  String  String  RegistHelper) at xxl-job-core/src/main/java/com/xxl/job/core/rpc/netcom/jetty/server/JettyServer.java:25}) CHANGE_SIGNATURE({com.xxl.job.core.executor.jetty.XxlJobExecutor start()}  {com.xxl.job.core.rpc.netcom.jetty.server.JettyServer start(int  String  String  RegistHelper)}),
86dea7ff7cfb981b6d40e274a8995150cf218ad7,MOVE_RENAME, MOVE_RENAME	{Class RequestModel at xxl-job-core/src/main/java/com/xxl/job/core/router/model/RequestModel.java:5}	{Class TriggerParam at xxl-job-core/src/main/java/com/xxl/job/core/biz/model/TriggerParam.java:6}) MOVE_RENAME({com.xxl.job.core.router.model.RequestModel}  {com.xxl.job.core.biz.model.TriggerParam}),
86dea7ff7cfb981b6d40e274a8995150cf218ad7,MOVE, MOVE	{Method registJobThread(String  IJobHandler) at xxl-job-core/src/main/java/com/xxl/job/core/router/HandlerRouter.java:39}	{Method registJobThread(String  IJobHandler) at xxl-job-core/src/main/java/com/xxl/job/core/executor/XxlJobExecutor.java:94}) MOVE({com.xxl.job.core.router.HandlerRouter registJobThread(String  IJobHandler)}  {com.xxl.job.core.executor.XxlJobExecutor registJobThread(String  IJobHandler)}),
86dea7ff7cfb981b6d40e274a8995150cf218ad7,MOVE, MOVE	{Class ReturnT at xxl-job-admin/src/main/java/com/xxl/job/admin/core/model/ReturnT.java:3}	{Class ReturnT at xxl-job-core/src/main/java/com/xxl/job/core/biz/model/ReturnT.java:5}) MOVE({com.xxl.job.admin.core.model.ReturnT}  {com.xxl.job.core.biz.model.ReturnT}),
86dea7ff7cfb981b6d40e274a8995150cf218ad7,MOVE, MOVE	{Method loadJobHandler(String) at xxl-job-core/src/main/java/com/xxl/job/core/router/HandlerRouter.java:31}	{Method loadJobHandler(String) at xxl-job-core/src/main/java/com/xxl/job/core/executor/XxlJobExecutor.java:88}) MOVE({com.xxl.job.core.router.HandlerRouter loadJobHandler(String)}  {com.xxl.job.core.executor.XxlJobExecutor loadJobHandler(String)}),
86dea7ff7cfb981b6d40e274a8995150cf218ad7,MOVE, MOVE	{Method setIp(String) at xxl-job-core/src/main/java/com/xxl/job/core/executor/jetty/XxlJobExecutor.java:37}	{Method setIp(String) at xxl-job-core/src/main/java/com/xxl/job/core/executor/XxlJobExecutor.java:33}) MOVE({com.xxl.job.core.executor.jetty.XxlJobExecutor setIp(String)}  {com.xxl.job.core.executor.XxlJobExecutor setIp(String)}),
86dea7ff7cfb981b6d40e274a8995150cf218ad7,MOVE, MOVE	{Method setAppName(String) at xxl-job-core/src/main/java/com/xxl/job/core/executor/jetty/XxlJobExecutor.java:43}	{Method setAppName(String) at xxl-job-core/src/main/java/com/xxl/job/core/executor/XxlJobExecutor.java:39}) MOVE({com.xxl.job.core.executor.jetty.XxlJobExecutor setAppName(String)}  {com.xxl.job.core.executor.XxlJobExecutor setAppName(String)}),
86dea7ff7cfb981b6d40e274a8995150cf218ad7,RENAME, RENAME	{Method dobiz(String) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/callback/XxlJobLogCallbackServerHandler.java:51}	{Method callback(TriggerParam) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/biz/AdminBizImpl.java:23}) RENAME({com.xxl.job.admin.core.callback.XxlJobLogCallbackServerHandler dobiz(String)}  {com.xxl.job.admin.core.biz.AdminBizImpl callback(TriggerParam)}),
86dea7ff7cfb981b6d40e274a8995150cf218ad7,MOVE, MOVE	{Method setPort(int) at xxl-job-core/src/main/java/com/xxl/job/core/executor/jetty/XxlJobExecutor.java:40}	{Method setPort(int) at xxl-job-core/src/main/java/com/xxl/job/core/executor/XxlJobExecutor.java:36}) MOVE({com.xxl.job.core.executor.jetty.XxlJobExecutor setPort(int)}  {com.xxl.job.core.executor.XxlJobExecutor setPort(int)}),
86dea7ff7cfb981b6d40e274a8995150cf218ad7,MOVE_RENAME, MOVE_RENAME	{Class XxlJobLogCallbackServerHandler at xxl-job-admin/src/main/java/com/xxl/job/admin/core/callback/XxlJobLogCallbackServerHandler.java:23}	{Class AdminBizImpl at xxl-job-admin/src/main/java/com/xxl/job/admin/core/biz/AdminBizImpl.java:17}) MOVE_RENAME({com.xxl.job.admin.core.callback.XxlJobLogCallbackServerHandler}  {com.xxl.job.admin.core.biz.AdminBizImpl}),
86dea7ff7cfb981b6d40e274a8995150cf218ad7,MOVE, MOVE	{Class JacksonUtil at xxl-job-core/src/main/java/com/xxl/job/core/util/JacksonUtil.java:14}	{Class JacksonUtil at xxl-job-admin/src/main/java/com/xxl/job/admin/core/util/JacksonUtil.java:14}) MOVE({com.xxl.job.core.util.JacksonUtil}  {com.xxl.job.admin.core.util.JacksonUtil}),
86dea7ff7cfb981b6d40e274a8995150cf218ad7,MOVE, MOVE	{Class JobThread at xxl-job-core/src/main/java/com/xxl/job/core/router/thread/JobThread.java:18}	{Class JobThread at xxl-job-core/src/main/java/com/xxl/job/core/thread/JobThread.java:18}) MOVE({com.xxl.job.core.router.thread.JobThread}  {com.xxl.job.core.thread.JobThread}),
86dea7ff7cfb981b6d40e274a8995150cf218ad7,RENAME, RENAME	{Method registryBeat() at xxl-job-core/src/main/java/com/xxl/job/core/executor/jetty/XxlJobExecutor.java:96}	{Method executorRegistryBeat(int  String  String  RegistHelper) at xxl-job-core/src/main/java/com/xxl/job/core/rpc/netcom/jetty/server/JettyServer.java:71}) RENAME({com.xxl.job.core.executor.jetty.XxlJobExecutor registryBeat()}  {com.xxl.job.core.rpc.netcom.jetty.server.JettyServer executorRegistryBeat(int  String  String  RegistHelper)}),
86dea7ff7cfb981b6d40e274a8995150cf218ad7,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method pushCallBack(RequestModel) at xxl-job-core/src/main/java/com/xxl/job/core/router/thread/TriggerCallbackThread.java:45}	{Method pushCallBack(TriggerParam) at xxl-job-core/src/main/java/com/xxl/job/core/thread/TriggerCallbackThread.java:50}) CHANGE_SIGNATURE({com.xxl.job.core.router.thread.TriggerCallbackThread pushCallBack(RequestModel)}  {com.xxl.job.core.thread.TriggerCallbackThread pushCallBack(TriggerParam)}),
86dea7ff7cfb981b6d40e274a8995150cf218ad7,MOVE, MOVE	{Method loadJobThread(String) at xxl-job-core/src/main/java/com/xxl/job/core/router/HandlerRouter.java:46}	{Method loadJobThread(String) at xxl-job-core/src/main/java/com/xxl/job/core/executor/XxlJobExecutor.java:101}) MOVE({com.xxl.job.core.router.HandlerRouter loadJobThread(String)}  {com.xxl.job.core.executor.XxlJobExecutor loadJobThread(String)}),
1c556b8917ed85a6fd75583552500f1ef40284cb,EXTRACT_MOVE, EXTRACT_MOVE	{Method executeInternal(JobExecutionContext) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/jobbean/RemoteHttpJobBean.java:37}	{Method trigger(int) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/trigger/XxlJobTrigger.java:31}) EXTRACT_MOVE({com.xxl.job.admin.core.jobbean.RemoteHttpJobBean executeInternal(JobExecutionContext)}  {com.xxl.job.admin.core.trigger.XxlJobTrigger trigger(int)}),
1c556b8917ed85a6fd75583552500f1ef40284cb,MOVE, MOVE	{Method doTrigger(TriggerParam  XxlJobInfo  XxlJobLog) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/jobbean/RemoteHttpJobBean.java:94}	{Method doTrigger(TriggerParam  XxlJobInfo  XxlJobLog) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/trigger/XxlJobTrigger.java:89}) MOVE({com.xxl.job.admin.core.jobbean.RemoteHttpJobBean doTrigger(TriggerParam  XxlJobInfo  XxlJobLog)}  {com.xxl.job.admin.core.trigger.XxlJobTrigger doTrigger(TriggerParam  XxlJobInfo  XxlJobLog)}),
