Hash,Refatoração,Descrição
8d0801e6db80e2d23fc07f9b03d9606603686a74,EXTRACT, EXTRACT	{Method remove_manifest_versions(String) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/AndrolibResources.java:232}	{Method loadDocument(String) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/AndrolibResources.java:238}) EXTRACT({brut.androlib.res.AndrolibResources remove_manifest_versions(String)}  {brut.androlib.res.AndrolibResources loadDocument(String)}),
8d0801e6db80e2d23fc07f9b03d9606603686a74,EXTRACT, EXTRACT	{Method remove_manifest_versions(String) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/AndrolibResources.java:232}	{Method saveDocument(String  Document) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/AndrolibResources.java:247}) EXTRACT({brut.androlib.res.AndrolibResources remove_manifest_versions(String)}  {brut.androlib.res.AndrolibResources saveDocument(String  Document)}),
8d0801e6db80e2d23fc07f9b03d9606603686a74,EXTRACT, EXTRACT	{Method adjust_package_manifest(ResTable  String) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/AndrolibResources.java:188}	{Method saveDocument(String  Document) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/AndrolibResources.java:247}) EXTRACT({brut.androlib.res.AndrolibResources adjust_package_manifest(ResTable  String)}  {brut.androlib.res.AndrolibResources saveDocument(String  Document)}),
8d0801e6db80e2d23fc07f9b03d9606603686a74,EXTRACT, EXTRACT	{Method remove_application_debug(String) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/AndrolibResources.java:153}	{Method saveDocument(String  Document) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/AndrolibResources.java:247}) EXTRACT({brut.androlib.res.AndrolibResources remove_application_debug(String)}  {brut.androlib.res.AndrolibResources saveDocument(String  Document)}),
8d0801e6db80e2d23fc07f9b03d9606603686a74,EXTRACT, EXTRACT	{Method adjust_package_manifest(ResTable  String) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/AndrolibResources.java:188}	{Method loadDocument(String) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/AndrolibResources.java:238}) EXTRACT({brut.androlib.res.AndrolibResources adjust_package_manifest(ResTable  String)}  {brut.androlib.res.AndrolibResources loadDocument(String)}),
c3fc711ee2485c8153b8e89abef1fb125da3308a,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method aaptPackage(File  File  File  File  File  boolean  boolean) at src/brut/androlib/res/AndrolibResources.java:132}	{Method aaptPackage(File  File  File  File  File  File[]  boolean  boolean) at src/brut/androlib/res/AndrolibResources.java:132}) CHANGE_SIGNATURE({brut.androlib.res.AndrolibResources aaptPackage(File  File  File  File  File  boolean  boolean)}  {brut.androlib.res.AndrolibResources aaptPackage(File  File  File  File  File  File[]  boolean  boolean)}),
7c2cb5b30a15f64c4c41f1cd881aa51618e1d673,EXTRACT_MOVE, EXTRACT_MOVE	{Method doNext() at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/AXmlResourceParser.java:660}	{Method remaining() at brut.j.util/src/main/java/brut/util/ExtCountingDataInput.java:45}) EXTRACT_MOVE({brut.androlib.res.decoder.AXmlResourceParser doNext()}  {brut.util.ExtCountingDataInput remaining()}),
7c2cb5b30a15f64c4c41f1cd881aa51618e1d673,EXTRACT_MOVE, EXTRACT_MOVE	{Method doNext() at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/AXmlResourceParser.java:660}	{Method position() at brut.j.util/src/main/java/brut/util/ExtCountingDataInput.java:41}) EXTRACT_MOVE({brut.androlib.res.decoder.AXmlResourceParser doNext()}  {brut.util.ExtCountingDataInput position()}),
7c2cb5b30a15f64c4c41f1cd881aa51618e1d673,EXTRACT_MOVE, EXTRACT_MOVE	{Method checkForUnreadHeader(ExtDataInput  CountingInputStream) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/data/arsc/ARSCHeader.java:53}	{Method position() at brut.j.util/src/main/java/brut/util/ExtCountingDataInput.java:41}) EXTRACT_MOVE({brut.androlib.res.data.arsc.ARSCHeader checkForUnreadHeader(ExtDataInput  CountingInputStream)}  {brut.util.ExtCountingDataInput position()}),
7c2cb5b30a15f64c4c41f1cd881aa51618e1d673,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method read(ExtDataInput  CountingInputStream) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/data/arsc/ARSCHeader.java:42}	{Method read(ExtCountingDataInput) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/data/arsc/ARSCHeader.java:42}) CHANGE_SIGNATURE({brut.androlib.res.data.arsc.ARSCHeader read(ExtDataInput  CountingInputStream)}  {brut.androlib.res.data.arsc.ARSCHeader read(ExtCountingDataInput)}),
7c2cb5b30a15f64c4c41f1cd881aa51618e1d673,EXTRACT_MOVE, EXTRACT_MOVE	{Method readTableSpecType() at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/ARSCDecoder.java:239}	{Method position() at brut.j.util/src/main/java/brut/util/ExtCountingDataInput.java:41}) EXTRACT_MOVE({brut.androlib.res.decoder.ARSCDecoder readTableSpecType()}  {brut.util.ExtCountingDataInput position()}),
7c2cb5b30a15f64c4c41f1cd881aa51618e1d673,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method readWithChunk(ExtDataInput) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/StringBlock.java:33}	{Method readWithChunk(ExtCountingDataInput) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/StringBlock.java:33}) CHANGE_SIGNATURE({brut.androlib.res.decoder.StringBlock readWithChunk(ExtDataInput)}  {brut.androlib.res.decoder.StringBlock readWithChunk(ExtCountingDataInput)}),
7c2cb5b30a15f64c4c41f1cd881aa51618e1d673,EXTRACT_MOVE, EXTRACT_MOVE	{Method read(ExtDataInput  CountingInputStream) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/data/arsc/ARSCHeader.java:42}	{Method position() at brut.j.util/src/main/java/brut/util/ExtCountingDataInput.java:41}) EXTRACT_MOVE({brut.androlib.res.data.arsc.ARSCHeader read(ExtDataInput  CountingInputStream)}  {brut.util.ExtCountingDataInput position()}),
7c2cb5b30a15f64c4c41f1cd881aa51618e1d673,EXTRACT_MOVE, EXTRACT_MOVE	{Method readTableType() at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/ARSCDecoder.java:259}	{Method position() at brut.j.util/src/main/java/brut/util/ExtCountingDataInput.java:41}) EXTRACT_MOVE({brut.androlib.res.decoder.ARSCDecoder readTableType()}  {brut.util.ExtCountingDataInput position()}),
7c2cb5b30a15f64c4c41f1cd881aa51618e1d673,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method checkForUnreadHeader(ExtDataInput  CountingInputStream) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/data/arsc/ARSCHeader.java:53}	{Method checkForUnreadHeader(ExtCountingDataInput) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/data/arsc/ARSCHeader.java:53}) CHANGE_SIGNATURE({brut.androlib.res.data.arsc.ARSCHeader checkForUnreadHeader(ExtDataInput  CountingInputStream)}  {brut.androlib.res.data.arsc.ARSCHeader checkForUnreadHeader(ExtCountingDataInput)}),
7c2cb5b30a15f64c4c41f1cd881aa51618e1d673,EXTRACT_MOVE, EXTRACT_MOVE	{Method readTableType() at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/ARSCDecoder.java:259}	{Method skip(int) at brut.j.util/src/main/java/brut/util/ExtCountingDataInput.java:49}) EXTRACT_MOVE({brut.androlib.res.decoder.ARSCDecoder readTableType()}  {brut.util.ExtCountingDataInput skip(int)}),
916e8723305521f562243bc87fef3431b61366cf,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method factory(ResReferenceValue  Duo[]  ResValueFactory) at src/brut/androlib/res/data/value/ResAttr.java:68}	{Method factory(ResReferenceValue  Duo[]  ResValueFactory  ResPackage) at src/brut/androlib/res/data/value/ResAttr.java:69}) CHANGE_SIGNATURE({brut.androlib.res.data.value.ResAttr factory(ResReferenceValue  Duo[]  ResValueFactory)}  {brut.androlib.res.data.value.ResAttr factory(ResReferenceValue  Duo[]  ResValueFactory  ResPackage)}),
f8df056a2c6707b95348313ab71098858d3e3a10,EXTRACT, EXTRACT	{Method readOverlaySpec() at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/ARSCDecoder.java:181}	{Method readOverlayPolicySpec() at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/ARSCDecoder.java:192}) EXTRACT({brut.androlib.res.decoder.ARSCDecoder readOverlaySpec()}  {brut.androlib.res.decoder.ARSCDecoder readOverlayPolicySpec()}),
2eb8b20d40c1e5170cd1682bb070ca94e3e22e80,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method buildResourcesFull(File  boolean  boolean) at src/brut/androlib/Androlib.java:265}	{Method buildResourcesFull(File  boolean  boolean  Map) at src/brut/androlib/Androlib.java:268}) CHANGE_SIGNATURE({brut.androlib.Androlib buildResourcesFull(File  boolean  boolean)}  {brut.androlib.Androlib buildResourcesFull(File  boolean  boolean  Map)}),
2eb8b20d40c1e5170cd1682bb070ca94e3e22e80,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method buildResources(ExtFile  boolean  boolean) at src/brut/androlib/Androlib.java:234}	{Method buildResources(ExtFile  boolean  boolean  Map) at src/brut/androlib/Androlib.java:235}) CHANGE_SIGNATURE({brut.androlib.Androlib buildResources(ExtFile  boolean  boolean)}  {brut.androlib.Androlib buildResources(ExtFile  boolean  boolean  Map)}),
225c9089d93f0249126456f0c112c46bfdb1c3ac,RENAME, RENAME	{Method checkifAndResDecodeRemapsRFolderInRawMode() at brut.apktool/apktool-lib/src/test/java/brut/androlib/decode/AndResGuardTest.java:61}	{Method checkIfAndResDecodeRemapsRFolderInRawMode() at brut.apktool/apktool-lib/src/test/java/brut/androlib/decode/AndResGuardTest.java:61}) RENAME({brut.androlib.decode.AndResGuardTest checkifAndResDecodeRemapsRFolderInRawMode()}  {brut.androlib.decode.AndResGuardTest checkIfAndResDecodeRemapsRFolderInRawMode()}),
3b179f8750eac4cb966096b7732218a26345806f,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method createDoNotCompressExtensionsFile(ApkOptions) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/AndrolibResources.java:309}	{Method createDoNotCompressExtensionsFile(BuildOptions) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/AndrolibResources.java:309}) CHANGE_SIGNATURE({brut.androlib.res.AndrolibResources createDoNotCompressExtensionsFile(ApkOptions)}  {brut.androlib.res.AndrolibResources createDoNotCompressExtensionsFile(BuildOptions)}),
3b179f8750eac4cb966096b7732218a26345806f,MOVE_RENAME, MOVE_RENAME	{Class ApkOptions at brut.apktool/apktool-lib/src/main/java/brut/androlib/ApkOptions.java:21}	{Class BuildOptions at brut.apktool/apktool-lib/src/main/java/brut/androlib/options/BuildOptions.java:21}) MOVE_RENAME({brut.androlib.ApkOptions}  {brut.androlib.options.BuildOptions}),
513e4b752b7b4af4b788ea55c49d16124d6928ca,INLINE, INLINE	{Method createAndroidManifestEntry(byte[]) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/AndrolibResources.java:643}	{Method installFramework(File  String) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/AndrolibResources.java:592}) INLINE({brut.androlib.res.AndrolibResources createAndroidManifestEntry(byte[])}  {brut.androlib.res.AndrolibResources installFramework(File  String)}),
3101a05ef6fb315391da5dfcf0771ea7dc73a3ca,RENAME, RENAME	{Method checkForSdkQInsaneTestValue() at brut.apktool/apktool-lib/src/test/java/brut/androlib/androlib/InvalidSdkBoundingTest.java:90}	{Method checkForSdkDevelopmentInsaneTestValue() at brut.apktool/apktool-lib/src/test/java/brut/androlib/androlib/InvalidSdkBoundingTest.java:90}) RENAME({brut.androlib.androlib.InvalidSdkBoundingTest checkForSdkQInsaneTestValue()}  {brut.androlib.androlib.InvalidSdkBoundingTest checkForSdkDevelopmentInsaneTestValue()}),
0700c684b6e1898e9a0272e21d51080ad7c43440,RENAME, RENAME	{Method buildUnknownAndUncompressedAssets(File  File  MetaInfo) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:592}	{Method buildUnknownFiles(File  File  MetaInfo) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:592}) RENAME({brut.androlib.Androlib buildUnknownAndUncompressedAssets(File  File  MetaInfo)}  {brut.androlib.Androlib buildUnknownFiles(File  File  MetaInfo)}),
0700c684b6e1898e9a0272e21d51080ad7c43440,INLINE, INLINE	{Method getStoredZipEntry(String  File) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:702}	{Method copyUnknownFiles(File  ZipOutputStream  Map) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:638}) INLINE({brut.androlib.Androlib getStoredZipEntry(String  File)}  {brut.androlib.Androlib copyUnknownFiles(File  ZipOutputStream  Map)}),
0700c684b6e1898e9a0272e21d51080ad7c43440,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method copyExistingFiles(ZipFile  ZipOutputStream  Collection) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:623}	{Method copyExistingFiles(ZipFile  ZipOutputStream) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:619}) CHANGE_SIGNATURE({brut.androlib.Androlib copyExistingFiles(ZipFile  ZipOutputStream  Collection)}  {brut.androlib.Androlib copyExistingFiles(ZipFile  ZipOutputStream)}),
bdbe1384bf037a32b9af8258cb6bab09bbce7b21,RENAME, RENAME	{Method read(ExtDataInput) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/StringBlock.java:33}	{Method readWithoutChunk(ExtDataInput  int) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/StringBlock.java:41}) RENAME({brut.androlib.res.decoder.StringBlock read(ExtDataInput)}  {brut.androlib.res.decoder.StringBlock readWithoutChunk(ExtDataInput  int)}),
bdbe1384bf037a32b9af8258cb6bab09bbce7b21,RENAME, RENAME	{Method readSingleTableTypeSpec() at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/ARSCDecoder.java:240}	{Method readTableSpecType() at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/ARSCDecoder.java:235}) RENAME({brut.androlib.res.decoder.ARSCDecoder readSingleTableTypeSpec()}  {brut.androlib.res.decoder.ARSCDecoder readTableSpecType()}),
265ee7ceac8f3761c9b95d9f6a637f31ec35516b,EXTRACT_MOVE, EXTRACT_MOVE	{Method serializeExtraXmlAttrs(XmlSerializer  ResResource) at apktool-lib/src/main/java/brut/androlib/res/data/value/ResStringValue.java:53}	{Method hasMultipleNonPositionalSubstitutions(String) at apktool-lib/src/main/java/brut/androlib/res/xml/ResXmlEncoders.java:136}) EXTRACT_MOVE({brut.androlib.res.data.value.ResStringValue serializeExtraXmlAttrs(XmlSerializer  ResResource)}  {brut.androlib.res.xml.ResXmlEncoders hasMultipleNonPositionalSubstitutions(String)}),
40fdfc50a198f108d32e8f0ca1a7632b65d247c0,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method build(ExtFile  File  HashMap) at brut.apktool/apktool-lib/src/main/java/brut/androlib/src/SmaliBuilder.java:39}	{Method build(ExtFile  File  boolean) at brut.apktool/apktool-lib/src/main/java/brut/androlib/src/SmaliBuilder.java:39}) CHANGE_SIGNATURE({brut.androlib.src.SmaliBuilder build(ExtFile  File  HashMap)}  {brut.androlib.src.SmaliBuilder build(ExtFile  File  boolean)}),
40fdfc50a198f108d32e8f0ca1a7632b65d247c0,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method buildManifestRaw(ExtFile  HashMap) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:433}	{Method buildManifestRaw(ExtFile) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:441}) CHANGE_SIGNATURE({brut.androlib.Androlib buildManifestRaw(ExtFile  HashMap)}  {brut.androlib.Androlib buildManifestRaw(ExtFile)}),
40fdfc50a198f108d32e8f0ca1a7632b65d247c0,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method installFramework(File  String  String) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:624}	{Method installFramework(File) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:634}) CHANGE_SIGNATURE({brut.androlib.Androlib installFramework(File  String  String)}  {brut.androlib.Androlib installFramework(File)}),
40fdfc50a198f108d32e8f0ca1a7632b65d247c0,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method buildSourcesRaw(File  String  HashMap) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:307}	{Method buildSourcesRaw(File  String) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:317}) CHANGE_SIGNATURE({brut.androlib.Androlib buildSourcesRaw(File  String  HashMap)}  {brut.androlib.Androlib buildSourcesRaw(File  String)}),
40fdfc50a198f108d32e8f0ca1a7632b65d247c0,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method buildLib(File  HashMap) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:490}	{Method buildLib(File) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:498}) CHANGE_SIGNATURE({brut.androlib.Androlib buildLib(File  HashMap)}  {brut.androlib.Androlib buildLib(File)}),
40fdfc50a198f108d32e8f0ca1a7632b65d247c0,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method aaptPackage(File  File  File  File  File  File[]  HashMap  String) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/AndrolibResources.java:365}	{Method aaptPackage(File  File  File  File  File  File[]) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/AndrolibResources.java:366}) CHANGE_SIGNATURE({brut.androlib.res.AndrolibResources aaptPackage(File  File  File  File  File  File[]  HashMap  String)}  {brut.androlib.res.AndrolibResources aaptPackage(File  File  File  File  File  File[])}),
40fdfc50a198f108d32e8f0ca1a7632b65d247c0,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method buildSourcesSmali(File  String  String  HashMap) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:326}	{Method buildSourcesSmali(File  String  String) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:336}) CHANGE_SIGNATURE({brut.androlib.Androlib buildSourcesSmali(File  String  String  HashMap)}  {brut.androlib.Androlib buildSourcesSmali(File  String  String)}),
40fdfc50a198f108d32e8f0ca1a7632b65d247c0,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method build(File  File  HashMap  String) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:238}	{Method build(File  File) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:249}) CHANGE_SIGNATURE({brut.androlib.Androlib build(File  File  HashMap  String)}  {brut.androlib.Androlib build(File  File)}),
40fdfc50a198f108d32e8f0ca1a7632b65d247c0,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method buildCopyOriginalFiles(File  HashMap) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:508}	{Method buildCopyOriginalFiles(File) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:516}) CHANGE_SIGNATURE({brut.androlib.Androlib buildCopyOriginalFiles(File  HashMap)}  {brut.androlib.Androlib buildCopyOriginalFiles(File)}),
40fdfc50a198f108d32e8f0ca1a7632b65d247c0,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method buildResources(ExtFile  HashMap  Map) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:362}	{Method buildResources(ExtFile  Map) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:372}) CHANGE_SIGNATURE({brut.androlib.Androlib buildResources(ExtFile  HashMap  Map)}  {brut.androlib.Androlib buildResources(ExtFile  Map)}),
