Hash,Refatoração,Descrição
aeeda4202797a83d950db4c1a31656f60738648f,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method buildContext(String) at rm-datasource/src/main/java/io/seata/rm/datasource/undo/AbstractUndoLogManager.java:182}	{Method buildContext(String  CompressorType) at rm-datasource/src/main/java/io/seata/rm/datasource/undo/AbstractUndoLogManager.java:197}) CHANGE_SIGNATURE({io.seata.rm.datasource.undo.AbstractUndoLogManager buildContext(String)}  {io.seata.rm.datasource.undo.AbstractUndoLogManager buildContext(String  CompressorType)}),
2d6f239586a5d63f12ce75fe251248708fc3d5c5,MOVE, MOVE	{Class TransactionPropagationFilter at dubbo/src/main/java/io/seata/dubbo/TransactionPropagationFilter.java:31}	{Class TransactionPropagationFilter at integration/dubbo/src/main/java/io/seata/integration/dubbo/TransactionPropagationFilter.java:30}) MOVE({io.seata.dubbo.TransactionPropagationFilter}  {io.seata.integration.dubbo.TransactionPropagationFilter}),
105e24a253488d82f476608a4c5ceab06e4c9765,RENAME, RENAME	{Method sendSynRequest(String  String  String  Object  long) at core/src/main/java/com/alibaba/fescar/core/rpc/netty/RpcServer.java:262}	{Method sendSyncRequest(String  String  Object  long) at core/src/main/java/com/alibaba/fescar/core/rpc/netty/RpcServer.java:204}) RENAME({com.alibaba.fescar.core.rpc.netty.RpcServer sendSynRequest(String  String  String  Object  long)}  {com.alibaba.fescar.core.rpc.netty.RpcServer sendSyncRequest(String  String  Object  long)}),
105e24a253488d82f476608a4c5ceab06e4c9765,RENAME, RENAME	{Method sendSynRequest(String  String  String  Object) at core/src/main/java/com/alibaba/fescar/core/rpc/netty/RpcServer.java:286}	{Method sendSyncRequest(String  String  Object) at core/src/main/java/com/alibaba/fescar/core/rpc/netty/RpcServer.java:227}) RENAME({com.alibaba.fescar.core.rpc.netty.RpcServer sendSynRequest(String  String  String  Object)}  {com.alibaba.fescar.core.rpc.netty.RpcServer sendSyncRequest(String  String  Object)}),
46288614ec4e285913d34d540cc8fd4e5f27207e,RENAME, RENAME	{Method getLimit(ParametersHolder  ArrayList) at sqlparser/seata-sqlparser-druid/src/main/java/io/seata/sqlparser/druid/mysql/MySQLDeleteRecognizer.java:113}	{Method getLimitCondition(ParametersHolder  ArrayList) at sqlparser/seata-sqlparser-druid/src/main/java/io/seata/sqlparser/druid/mysql/MySQLDeleteRecognizer.java:121}) RENAME({io.seata.sqlparser.druid.mysql.MySQLDeleteRecognizer getLimit(ParametersHolder  ArrayList)}  {io.seata.sqlparser.druid.mysql.MySQLDeleteRecognizer getLimitCondition(ParametersHolder  ArrayList)}),
46288614ec4e285913d34d540cc8fd4e5f27207e,RENAME, RENAME	{Method getLimit(ParametersHolder  ArrayList) at sqlparser/seata-sqlparser-druid/src/main/java/io/seata/sqlparser/druid/mysql/MySQLUpdateRecognizer.java:149}	{Method getLimitCondition(ParametersHolder  ArrayList) at sqlparser/seata-sqlparser-druid/src/main/java/io/seata/sqlparser/druid/mysql/MySQLUpdateRecognizer.java:157}) RENAME({io.seata.sqlparser.druid.mysql.MySQLUpdateRecognizer getLimit(ParametersHolder  ArrayList)}  {io.seata.sqlparser.druid.mysql.MySQLUpdateRecognizer getLimitCondition(ParametersHolder  ArrayList)}),
81bb96d8d1d1e8e3bbcf80e72e1b2c794ff64713,EXTRACT, EXTRACT	{Method isNotRaftModeLeader() at server/src/main/java/io/seata/server/raft/RaftServerFactory.java:154}	{Method isNotRaftModeLeader(String) at server/src/main/java/io/seata/server/raft/RaftServerFactory.java:172}) EXTRACT({io.seata.server.raft.RaftServerFactory isNotRaftModeLeader()}  {io.seata.server.raft.RaftServerFactory isNotRaftModeLeader(String)}),
72ef58b69eef51bd996ce6426f7ce677bf018142,EXTRACT, EXTRACT	{Method branchSessionsProvider() at server/src/test/java/io/seata/server/lock/LockManagerTest.java:104}	{Method baseBranchSessionsProvider(String  String  String) at server/src/test/java/io/seata/server/lock/LockManagerTest.java:192}) EXTRACT({io.seata.server.lock.LockManagerTest branchSessionsProvider()}  {io.seata.server.lock.LockManagerTest baseBranchSessionsProvider(String  String  String)}),
5b8e453fbe1230127af05469868c9c7ddec541d5,MOVE_RENAME, MOVE_RENAME	{Method createMySqlOutputVisitor(ParametersHolder  ArrayList  StringBuilder) at rm-datasource/src/main/java/io/seata/rm/datasource/sql/druid/BaseRecognizer.java:65}	{Method createOutputVisitor(ParametersHolder  ArrayList  StringBuilder) at rm-datasource/src/main/java/io/seata/rm/datasource/sql/druid/BaseMySQLRecognizer.java:44}) MOVE_RENAME({io.seata.rm.datasource.sql.druid.BaseRecognizer createMySqlOutputVisitor(ParametersHolder  ArrayList  StringBuilder)}  {io.seata.rm.datasource.sql.druid.BaseMySQLRecognizer createOutputVisitor(ParametersHolder  ArrayList  StringBuilder)}),
5b8e453fbe1230127af05469868c9c7ddec541d5,MOVE_RENAME, MOVE_RENAME	{Method createOracleOutputVisitor(ParametersHolder  ArrayList  StringBuilder) at rm-datasource/src/main/java/io/seata/rm/datasource/sql/druid/BaseRecognizer.java:86}	{Method createOutputVisitor(ParametersHolder  ArrayList  StringBuilder) at rm-datasource/src/main/java/io/seata/rm/datasource/sql/druid/oracle/BaseOracleRecognizer.java:45}) MOVE_RENAME({io.seata.rm.datasource.sql.druid.BaseRecognizer createOracleOutputVisitor(ParametersHolder  ArrayList  StringBuilder)}  {io.seata.rm.datasource.sql.druid.oracle.BaseOracleRecognizer createOutputVisitor(ParametersHolder  ArrayList  StringBuilder)}),
d1b2f1f15cead74cd38c3908e43fc100213d8ceb,MOVE, MOVE	{Interface RegisterCheckAuthHandler at core/src/main/java/io/seata/core/rpc/netty/RegisterCheckAuthHandler.java:21}	{Interface RegisterCheckAuthHandler at core/src/main/java/io/seata/core/rpc/RegisterCheckAuthHandler.java:21}) MOVE({io.seata.core.rpc.netty.RegisterCheckAuthHandler}  {io.seata.core.rpc.RegisterCheckAuthHandler}),
d1b2f1f15cead74cd38c3908e43fc100213d8ceb,RENAME, RENAME	{Class RmRpcClient at core/src/main/java/io/seata/core/rpc/netty/RmRpcClient.java:50}	{Class RmNettyRemotingClient at core/src/main/java/io/seata/core/rpc/netty/RmNettyRemotingClient.java:49}) RENAME({io.seata.core.rpc.netty.RmRpcClient}  {io.seata.core.rpc.netty.RmNettyRemotingClient}),
d1b2f1f15cead74cd38c3908e43fc100213d8ceb,RENAME, RENAME	{Method sendResponse(RpcMessage  Channel  Object) at server/src/test/java/io/seata/server/coordinator/DefaultCoordinatorTest.java:262}	{Method sendAsyncResponse(RpcMessage  Channel  Object) at server/src/test/java/io/seata/server/coordinator/DefaultCoordinatorTest.java:286}) RENAME({io.seata.server.coordinator.DefaultCoordinatorTest MockServerMessageSender sendResponse(RpcMessage  Channel  Object)}  {io.seata.server.coordinator.DefaultCoordinatorTest MockServerMessageSender sendAsyncResponse(RpcMessage  Channel  Object)}),
d1b2f1f15cead74cd38c3908e43fc100213d8ceb,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(AbstractRpcRemotingClient  RpcClientBootstrap) at core/src/main/java/io/seata/core/rpc/netty/NettyPoolableFactory.java:42}	{Method new(AbstractNettyRemotingClient  NettyClientBootstrap) at core/src/main/java/io/seata/core/rpc/netty/NettyPoolableFactory.java:42}) CHANGE_SIGNATURE({io.seata.core.rpc.netty.NettyPoolableFactory new(AbstractRpcRemotingClient  RpcClientBootstrap)}  {io.seata.core.rpc.netty.NettyPoolableFactory new(AbstractNettyRemotingClient  NettyClientBootstrap)}),
d1b2f1f15cead74cd38c3908e43fc100213d8ceb,MOVE, MOVE	{Method registerProcessor() at core/src/main/java/io/seata/core/rpc/netty/RpcServer.java:182}	{Method registerProcessor() at core/src/main/java/io/seata/core/rpc/netty/NettyRemotingServer.java:87}) MOVE({io.seata.core.rpc.netty.RpcServer registerProcessor()}  {io.seata.core.rpc.netty.NettyRemotingServer registerProcessor()}),
d1b2f1f15cead74cd38c3908e43fc100213d8ceb,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method getInitializeStatus(RmRpcClient) at core/src/test/java/io/seata/core/rpc/netty/RmRpcClientTest.java:51}	{Method getInitializeStatus(RmNettyRemotingClient) at core/src/test/java/io/seata/core/rpc/netty/RmNettyClientTest.java:51}) CHANGE_SIGNATURE({io.seata.core.rpc.netty.RmRpcClientTest getInitializeStatus(RmRpcClient)}  {io.seata.core.rpc.netty.RmNettyClientTest getInitializeStatus(RmNettyRemotingClient)}),
d1b2f1f15cead74cd38c3908e43fc100213d8ceb,INLINE, INLINE	{Method sendSyncRequest(String  String  Object  long) at server/src/test/java/io/seata/server/coordinator/DefaultCoordinatorTest.java:267}	{Method sendSyncRequest(String  String  Object) at server/src/test/java/io/seata/server/coordinator/DefaultCoordinatorTest.java:261}) INLINE({io.seata.server.coordinator.DefaultCoordinatorTest MockServerMessageSender sendSyncRequest(String  String  Object  long)}  {io.seata.server.coordinator.DefaultCoordinatorTest MockServerMessageSender sendSyncRequest(String  String  Object)}),
d1b2f1f15cead74cd38c3908e43fc100213d8ceb,RENAME, RENAME	{Class RpcServerBootstrap at core/src/main/java/io/seata/core/rpc/netty/RpcServerBootstrap.java:43}	{Class NettyServerBootstrap at core/src/main/java/io/seata/core/rpc/netty/NettyServerBootstrap.java:43}) RENAME({io.seata.core.rpc.netty.RpcServerBootstrap}  {io.seata.core.rpc.netty.NettyServerBootstrap}),
d1b2f1f15cead74cd38c3908e43fc100213d8ceb,PUSH_DOWN, PUSH_DOWN	{Method setHandler(TransactionMessageHandler) at core/src/main/java/io/seata/core/rpc/netty/AbstractRpcRemotingServer.java:65}	{Method setHandler(TransactionMessageHandler) at core/src/main/java/io/seata/core/rpc/netty/NettyRemotingServer.java:65}) PUSH_DOWN({io.seata.core.rpc.netty.AbstractRpcRemotingServer setHandler(TransactionMessageHandler)}  {io.seata.core.rpc.netty.NettyRemotingServer setHandler(TransactionMessageHandler)}),
d1b2f1f15cead74cd38c3908e43fc100213d8ceb,MOVE, MOVE	{Enum TransportServerType at core/src/main/java/io/seata/core/rpc/netty/TransportServerType.java:18}	{Enum TransportServerType at core/src/main/java/io/seata/core/rpc/TransportServerType.java:18}) MOVE({io.seata.core.rpc.netty.TransportServerType}  {io.seata.core.rpc.TransportServerType}),
d1b2f1f15cead74cd38c3908e43fc100213d8ceb,MOVE, MOVE	{Enum TransportProtocolType at core/src/main/java/io/seata/core/rpc/netty/TransportProtocolType.java:18}	{Enum TransportProtocolType at core/src/main/java/io/seata/core/rpc/TransportProtocolType.java:18}) MOVE({io.seata.core.rpc.netty.TransportProtocolType}  {io.seata.core.rpc.TransportProtocolType}),
d1b2f1f15cead74cd38c3908e43fc100213d8ceb,RENAME, RENAME	{Class AbstractRpcRemotingClient at core/src/main/java/io/seata/core/rpc/netty/AbstractRpcRemotingClient.java:56}	{Class AbstractNettyRemotingClient at core/src/main/java/io/seata/core/rpc/netty/AbstractNettyRemotingClient.java:60}) RENAME({io.seata.core.rpc.netty.AbstractRpcRemotingClient}  {io.seata.core.rpc.netty.AbstractNettyRemotingClient}),
d1b2f1f15cead74cd38c3908e43fc100213d8ceb,RENAME, RENAME	{Class RpcClientBootstrap at core/src/main/java/io/seata/core/rpc/netty/RpcClientBootstrap.java:46}	{Class NettyClientBootstrap at core/src/main/java/io/seata/core/rpc/netty/NettyClientBootstrap.java:46}) RENAME({io.seata.core.rpc.netty.RpcClientBootstrap}  {io.seata.core.rpc.netty.NettyClientBootstrap}),
d1b2f1f15cead74cd38c3908e43fc100213d8ceb,RENAME, RENAME	{Class TmRpcClientTest at core/src/test/java/io/seata/core/rpc/netty/TmRpcClientTest.java:33}	{Class TmNettyClientTest at core/src/test/java/io/seata/core/rpc/netty/TmNettyClientTest.java:33}) RENAME({io.seata.core.rpc.netty.TmRpcClientTest}  {io.seata.core.rpc.netty.TmNettyClientTest}),
d1b2f1f15cead74cd38c3908e43fc100213d8ceb,MOVE, MOVE	{Class ShutdownHook at core/src/main/java/io/seata/core/rpc/netty/ShutdownHook.java:28}	{Class ShutdownHook at core/src/main/java/io/seata/core/rpc/ShutdownHook.java:27}) MOVE({io.seata.core.rpc.netty.ShutdownHook}  {io.seata.core.rpc.ShutdownHook}),
d1b2f1f15cead74cd38c3908e43fc100213d8ceb,RENAME, RENAME	{Class TmRpcClient at core/src/main/java/io/seata/core/rpc/netty/TmRpcClient.java:42}	{Class TmNettyRemotingClient at core/src/main/java/io/seata/core/rpc/netty/TmNettyRemotingClient.java:39}) RENAME({io.seata.core.rpc.netty.TmRpcClient}  {io.seata.core.rpc.netty.TmNettyRemotingClient}),
d1b2f1f15cead74cd38c3908e43fc100213d8ceb,RENAME, RENAME	{Class RmRpcClientTest at core/src/test/java/io/seata/core/rpc/netty/RmRpcClientTest.java:27}	{Class RmNettyClientTest at core/src/test/java/io/seata/core/rpc/netty/RmNettyClientTest.java:27}) RENAME({io.seata.core.rpc.netty.RmRpcClientTest}  {io.seata.core.rpc.netty.RmNettyClientTest}),
d1b2f1f15cead74cd38c3908e43fc100213d8ceb,MOVE, MOVE	{Class ChannelUtil at core/src/main/java/io/seata/core/rpc/ChannelUtil.java:24}	{Class ChannelUtil at core/src/main/java/io/seata/core/rpc/netty/ChannelUtil.java:24}) MOVE({io.seata.core.rpc.ChannelUtil}  {io.seata.core.rpc.netty.ChannelUtil}),
d1b2f1f15cead74cd38c3908e43fc100213d8ceb,RENAME, RENAME	{Class AbstractRpcRemotingServer at core/src/main/java/io/seata/core/rpc/netty/AbstractRpcRemotingServer.java:39}	{Class AbstractNettyRemotingServer at core/src/main/java/io/seata/core/rpc/netty/AbstractNettyRemotingServer.java:40}) RENAME({io.seata.core.rpc.netty.AbstractRpcRemotingServer}  {io.seata.core.rpc.netty.AbstractNettyRemotingServer}),
d1b2f1f15cead74cd38c3908e43fc100213d8ceb,RENAME, RENAME	{Class TmRpcClientTest at test/src/test/java/io/seata/core/rpc/netty/TmRpcClientTest.java:32}	{Class TmNettyClientTest at test/src/test/java/io/seata/core/rpc/netty/TmNettyClientTest.java:33}) RENAME({io.seata.core.rpc.netty.TmRpcClientTest}  {io.seata.core.rpc.netty.TmNettyClientTest}),
d1b2f1f15cead74cd38c3908e43fc100213d8ceb,MOVE, MOVE	{Class ChannelManager at core/src/main/java/io/seata/core/rpc/ChannelManager.java:38}	{Class ChannelManager at core/src/main/java/io/seata/core/rpc/netty/ChannelManager.java:38}) MOVE({io.seata.core.rpc.ChannelManager}  {io.seata.core.rpc.netty.ChannelManager}),
d1b2f1f15cead74cd38c3908e43fc100213d8ceb,PUSH_DOWN, PUSH_DOWN	{Method destroyChannel(String  Channel) at core/src/main/java/io/seata/core/rpc/netty/AbstractRpcRemotingServer.java:137}	{Method destroyChannel(String  Channel) at core/src/main/java/io/seata/core/rpc/netty/NettyRemotingServer.java:78}) PUSH_DOWN({io.seata.core.rpc.netty.AbstractRpcRemotingServer destroyChannel(String  Channel)}  {io.seata.core.rpc.netty.NettyRemotingServer destroyChannel(String  Channel)}),
d1b2f1f15cead74cd38c3908e43fc100213d8ceb,RENAME, RENAME	{Class AbstractRpcRemoting at core/src/main/java/io/seata/core/rpc/netty/AbstractRpcRemoting.java:56}	{Class AbstractNettyRemoting at core/src/main/java/io/seata/core/rpc/netty/AbstractNettyRemoting.java:51}) RENAME({io.seata.core.rpc.netty.AbstractRpcRemoting}  {io.seata.core.rpc.netty.AbstractNettyRemoting}),
4e3d7050713686c3db16cf5c7e25a730f228df25,RENAME, RENAME	{Method testStateMachineWithComplextParams() at test/src/test/java/io/seata/saga/engine/StateMachineAsyncTests.java:221}	{Method testStateMachineWithComplexParams() at test/src/test/java/io/seata/saga/engine/StateMachineAsyncTests.java:221}) RENAME({io.seata.saga.engine.StateMachineAsyncTests testStateMachineWithComplextParams()}  {io.seata.saga.engine.StateMachineAsyncTests testStateMachineWithComplexParams()}),
4e3d7050713686c3db16cf5c7e25a730f228df25,EXTRACT, EXTRACT	{Method toJsonString(Object  boolean) at saga/seata-saga-statelang/src/main/java/io/seata/saga/statelang/parser/impl/JacksonJsonParser.java:62}	{Method toJsonString(Object  boolean  boolean) at saga/seata-saga-statelang/src/main/java/io/seata/saga/statelang/parser/impl/JacksonJsonParser.java:67}) EXTRACT({io.seata.saga.statelang.parser.impl.JacksonJsonParser toJsonString(Object  boolean)}  {io.seata.saga.statelang.parser.impl.JacksonJsonParser toJsonString(Object  boolean  boolean)}),
4e3d7050713686c3db16cf5c7e25a730f228df25,RENAME, RENAME	{Method testStateMachineWithComplextParams() at test/src/test/java/io/seata/saga/engine/db/mockserver/StateMachineDBMockServerTests.java:615}	{Method testStateMachineWithComplexParams() at test/src/test/java/io/seata/saga/engine/db/mockserver/StateMachineDBMockServerTests.java:615}) RENAME({io.seata.saga.engine.db.mockserver.StateMachineDBMockServerTests testStateMachineWithComplextParams()}  {io.seata.saga.engine.db.mockserver.StateMachineDBMockServerTests testStateMachineWithComplexParams()}),
4e3d7050713686c3db16cf5c7e25a730f228df25,RENAME, RENAME	{Method testStateMachineWithComplextParams() at test/src/test/java/io/seata/saga/engine/StateMachineTests.java:281}	{Method testStateMachineWithComplexParams() at test/src/test/java/io/seata/saga/engine/StateMachineTests.java:312}) RENAME({io.seata.saga.engine.StateMachineTests testStateMachineWithComplextParams()}  {io.seata.saga.engine.StateMachineTests testStateMachineWithComplexParams()}),
4e3d7050713686c3db16cf5c7e25a730f228df25,RENAME, RENAME	{Method testStateMachineWithComplextParams() at test/src/test/java/io/seata/saga/engine/db/mockserver/StateMachineAsyncDBMockServerTests.java:179}	{Method testStateMachineWithComplexParams() at test/src/test/java/io/seata/saga/engine/db/mockserver/StateMachineAsyncDBMockServerTests.java:179}) RENAME({io.seata.saga.engine.db.mockserver.StateMachineAsyncDBMockServerTests testStateMachineWithComplextParams()}  {io.seata.saga.engine.db.mockserver.StateMachineAsyncDBMockServerTests testStateMachineWithComplexParams()}),
4e3d7050713686c3db16cf5c7e25a730f228df25,EXTRACT, EXTRACT	{Method toJsonString(Object  boolean) at saga/seata-saga-statelang/src/main/java/io/seata/saga/statelang/parser/impl/FastjsonParser.java:50}	{Method toJsonString(Object  boolean  boolean) at saga/seata-saga-statelang/src/main/java/io/seata/saga/statelang/parser/impl/FastjsonParser.java:60}) EXTRACT({io.seata.saga.statelang.parser.impl.FastjsonParser toJsonString(Object  boolean)}  {io.seata.saga.statelang.parser.impl.FastjsonParser toJsonString(Object  boolean  boolean)}),
42dfc4628bc9c92e4d747668edf9a1f6ef581fee,RENAME, RENAME	{Method getStateMachineContextVariables(ProcessContext  StateMachineInstance) at saga/seata-saga-engine/src/main/java/io/seata/saga/engine/impl/ProcessCtrlStateMachineEngine.java:319}	{Method replayContextVariables(StateMachineInstance) at saga/seata-saga-engine/src/main/java/io/seata/saga/engine/impl/ProcessCtrlStateMachineEngine.java:328}) RENAME({io.seata.saga.engine.impl.ProcessCtrlStateMachineEngine getStateMachineContextVariables(ProcessContext  StateMachineInstance)}  {io.seata.saga.engine.impl.ProcessCtrlStateMachineEngine replayContextVariables(StateMachineInstance)}),
d344a013f5b3d982110cf76cd3c3c542f590e056,RENAME, RENAME	{Method getConfigFromSysPro(String) at config/seata-config-core/src/main/java/io/seata/config/Configuration.java:288}	{Method getConfigFromSys(String) at config/seata-config-core/src/main/java/io/seata/config/Configuration.java:292}) RENAME({io.seata.config.Configuration getConfigFromSysPro(String)}  {io.seata.config.Configuration getConfigFromSys(String)}),
df5f39ce7c850b0c41f326a8e131fb84f96497d7,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(StatementProxy  StatementCallback  SQLRecognizer) at rm-datasource/src/main/java/com/alibaba/fescar/rm/datasource/exec/PlainExecutor.java:32}	{Method new(StatementProxy  StatementCallback) at rm-datasource/src/main/java/com/alibaba/fescar/rm/datasource/exec/PlainExecutor.java:30}) CHANGE_SIGNATURE({com.alibaba.fescar.rm.datasource.exec.PlainExecutor new(StatementProxy  StatementCallback  SQLRecognizer)}  {com.alibaba.fescar.rm.datasource.exec.PlainExecutor new(StatementProxy  StatementCallback)}),
